# FFTa	FFTe	FFTi	FFTo	FFTu
0.1560726296224473	0.13112255952293653	0.11865961536160749	0.14106271536011233	0.14550110751468012
0.1658581922924815	0.14065107266361615	0.1318094507139563	0.14753080266397267	0.15699126622429743
0.16890608585404124	0.14696832264214266	0.14640311191990346	0.15272720366129863	0.16834906582059375
0.1953007678170739	0.16821559051543253	0.16931558003823916	0.17017501159681062	0.1866265146315802
0.2710074695282715	0.25019723197763055	0.25711599929345585	0.23321187105025065	0.25607456641530435
0.37920060514635673	0.3901018842098246	0.41750471403900236	0.33462819960498974	0.3970335509848698
0.5065483194640775	0.5374080384763162	0.6035121421265913	0.44472157480658403	0.5664021711627705
0.5955960784910925	0.6389485723475112	0.7511960677435575	0.519842593917114	0.708168564448523
0.6168294248801016	0.6636270205877691	0.8160156759883544	0.5324191014665077	0.7726132999414165
0.563265234012851	0.6048646722975795	0.7740860758381467	0.47747004128259846	0.7395891027873223
0.4714299889480496	0.49252662337356523	0.6529328605872894	0.40789944409890194	0.6518989799648086
0.4162389235672423	0.417057578917575	0.5787871745866311	0.39022859155246764	0.5917373096886654
0.4616793897641075	0.4678542533323743	0.6843096479428313	0.4731735106384445	0.6331401139745824
0.6200982835726888	0.6348073339113051	0.9948137813942279	0.6305059927860258	0.8866376836822415
0.7843650749949953	0.8240369348383103	1.3909358914324788	0.7885962567422247	1.2389061257297975
0.8848565014070522	0.9444715378116454	1.7169444581180953	0.8675624418486277	1.5385763379560065
0.8800235591182907	0.9464202724223194	1.8603338547201365	0.834409704245082	1.6840095427389756
0.767126125915844	0.838113829252803	1.7808374534230613	0.7019178735352531	1.6325270573588764
0.5949698663600629	0.6752446013243238	1.5784323881602975	0.5375175029602042	1.4619805897795497
0.46588751423368635	0.5484936582391541	1.457664170704345	0.4357017147210698	1.367879668444706
0.43633325555959557	0.5165440137800769	1.628900713960358	0.45091589525854203	1.5613837404287936
0.4782082554841474	0.592705551412813	2.015833435309566	0.5324758196053737	1.9578785473642821
0.5585838693772075	0.6963656890108618	2.5068596946933432	0.6089650635696817	2.4666767595493853
0.600906120628326	0.7592169356089958	2.948152775460093	0.6375765200579067	2.876760029228148
0.6042074981176292	0.7606786607771232	3.194917217314023	0.6235164748719686	3.1205418576604234
0.5695543138373729	0.7248028097237009	3.1830743147605225	0.6147056941814005	3.161689594845051
0.5174939776706271	0.7067502112717603	2.9828715777357018	0.6252359026484298	3.077559810078057
0.5052025409258258	0.756239771786975	2.697029332385747	0.7062225668245722	2.9917089763583187
0.5483265570177798	0.9179185735323259	2.429981817257714	0.8965788756533848	3.0323420441214117
0.6438335902593169	1.1422507506048716	2.2648905252273392	1.0925050248495858	3.2657849654470668
0.7645731016025081	1.3713372435075248	2.1407522578177733	1.2548202953858558	3.40149222392347
0.8479842199979405	1.5319784880535265	1.9865092252881251	1.3626235474818547	3.4322942250584574
0.8890797398872565	1.6121264526898114	1.8494043274624883	1.4545731295502586	3.439323644907657
0.9078899937754007	1.6321240507537582	1.6866593079559609	1.564526275505323	3.2219406542695714
0.9839590424062046	1.6610773248356425	1.4950686918620584	1.704912146462226	2.8711429745546284
1.1192166871362004	1.793051396174717	1.3102011887339353	1.9350222240544621	2.4578232683549213
1.2730056229876165	2.0215472938416896	1.1280090082653773	2.2626690343284572	2.032848438998145
1.4283255359590545	2.368566121917909	0.963412529458666	2.5580839463025513	1.7940060134430098
1.6544692760488857	2.7477907734783864	0.807200339231167	2.6879874188765207	1.6396380242040025
1.8772543126875494	3.0912680820603375	0.6797606635304463	2.814839763839433	1.4566080267557933
2.094417102287166	3.383641205916341	0.5716776401665318	3.2590843183370235	1.3912707853052535
2.289392804283475	3.5814389206754593	0.5159354855674015	3.8404390610673973	1.4323347739410102
2.5294268720747772	3.754949410328641	0.5152000261210756	4.449647253595068	1.542714922754139
2.848045130682285	3.956561388797238	0.5400677418283992	4.997711170338689	1.6581962884279164
3.1270465850552487	4.098020308587595	0.5846789655039188	5.3838744982175015	1.854499594224892
3.296641225333601	4.097005064829757	0.6312774077264889	5.521989321034009	2.1231499745526374
3.4701392823056043	3.915156034865155	0.6635745086005375	5.138466129663153	2.2697493317240878
3.6850905723331797	3.617620673942965	0.6690933200631154	4.673246462829991	2.2283974126680355
3.8331749351473796	3.2553088347956805	0.6390111277190771	4.631936967624175	2.048218465654227
3.871562400990223	2.771887727237074	0.5765231761138789	4.6285614084528195	1.8327993960579079
3.811018650898979	2.363477257820288	0.5004032257036201	4.670522566620316	1.588177431565904
3.7790837939435717	2.106513302745248	0.41101283588492954	4.779373764781412	1.331601445671517
3.6948508240804365	2.029330823104966	0.33235474644301677	4.753551288670442	1.131404076481425
3.632038806412311	2.0318072074797047	0.2825731263971719	4.6310916914654205	1.0748175835871545
3.66307898542083	2.053674108956594	0.2512219211702529	4.315224215522157	1.1144463847152657
3.9049709100438186	2.0459174223084817	0.23993427311486912	4.054368170018148	1.1500201195171125
4.177095180733644	1.9562992065455054	0.23767145763641326	4.059679285698287	1.1381808945112792
4.23360421963951	1.7790388334180203	0.24191668000034316	4.211063940202284	1.0595596281891186
4.064027225657187	1.5659608693904143	0.2572913806992685	4.476662436325622	0.9506638632312404
3.718516997613227	1.3820287454167235	0.26553350097439693	4.711896245334354	0.8313884860180872
3.3870445013903088	1.2830543807031318	0.26103309671635105	4.7535536735732	0.7316900888634048
3.038750111428786	1.2298961862022117	0.25066355542793567	4.560621404952295	0.6448443371797817
2.7580930913742034	1.2193450150027774	0.23714178770136332	4.363178579221023	0.5865705018538195
2.7133767926963728	1.2313937413507854	0.22230243892912455	4.117123443747136	0.529783800728033
2.8073377568065494	1.2205077168842464	0.20695184858932128	3.8688888259333245	0.46238237153574163
3.0164237054769196	1.1844937215508387	0.1900403991540666	3.835859520081061	0.38884492996429987
3.1241336253178686	1.1110410879032957	0.18110022090032807	4.086387795269395	0.2968947904839401
3.071392913389152	1.0487013633912867	0.18601260355778312	4.4399698182631875	0.21567636041357555
2.9257544816227035	0.9940317840536694	0.19799870069211092	4.536617324840867	0.16163123036334115
2.644964590358002	0.918319827354592	0.20840194627390365	4.398326664641043	0.1567017270383714
2.2816754730742335	0.8114691011267583	0.2109021684784208	4.044333698320396	0.1653149131874352
2.027697721336495	0.7042021980656722	0.20227809433336622	3.45124502013775	0.16556388012604226
2.026461275288554	0.6289339600257806	0.18086798958592257	2.844365571686448	0.15215761841945072
2.168576840869274	0.589449883276559	0.15087569267806492	2.62437872560695	0.12964859124723266
2.4060966066163796	0.5938409677309702	0.1238189363938751	2.6318619044347815	0.10849897900444344
2.64594326776321	0.6130915947274544	0.1097314988483618	2.597355398446135	0.09489825419477158
2.8068487966457236	0.6589308679321514	0.11892614588328344	2.489382423056699	0.0913719064862788
2.837129437966979	0.7005576403148134	0.13602549019385643	2.3418089013873162	0.08654340780433652
2.681926905450727	0.7129397906420998	0.15568261021170587	2.1153000940603612	0.08365852521936887
2.4902976625167303	0.6928804739040612	0.17457562821522127	1.7298688919023775	0.08107100662981273
2.4678165823258547	0.6457825586294726	0.18647365052066622	1.3201986492341653	0.08411464368540275
2.5429870408967172	0.586948712843046	0.18609102307151035	1.0233321380550715	0.08259354325287005
